,nbti,like,think,people,one,know,really,would,thing,time,get,link,feel,type,make,much,well,say,friend,love,way,want,good,see,something,also,lot,go,even,always,life,someone,could,never,though,year,find,thought,need,infp,actually,extraverted
7401,INFP,6,9,3,11,6,10,6,8,5,7,2,9,1,4,2,1,2,2,4,11,3,4,5,2,3,1,9,1,6,3,1,1,0,6,3,0,3,1,4,1,introverted
7402,INFJ,14,14,4,18,7,5,3,5,2,4,1,10,6,5,7,4,5,5,2,6,3,7,6,2,1,1,18,0,2,2,2,0,2,1,3,1,0,4,2,1,introverted
7403,ESFJ,8,12,3,11,9,6,5,9,3,5,1,2,1,7,1,2,3,7,0,4,1,5,7,2,0,5,11,1,0,2,1,2,2,8,1,1,0,2,8,2,extraverted
7404,ISFJ,13,6,4,10,4,4,3,14,5,5,2,1,1,6,5,4,6,3,4,3,3,5,3,5,3,5,23,3,2,0,3,0,1,2,2,0,0,0,0,1,introverted
7405,INTJ,5,7,2,8,1,2,2,8,5,6,1,2,2,5,2,5,0,2,5,0,2,1,7,2,0,1,12,2,0,0,2,3,0,1,1,4,1,2,0,3,introverted
7406,INTP,16,15,6,8,5,3,4,6,6,3,0,6,3,5,1,6,4,1,0,8,0,3,15,2,2,8,16,6,3,8,0,1,4,11,2,0,8,0,1,2,introverted
7407,INFP,7,9,3,13,4,4,3,12,5,4,4,9,1,6,4,1,1,2,2,5,7,2,2,1,0,1,12,2,2,7,1,3,0,2,4,4,1,2,9,4,introverted
7408,INFP,10,6,7,4,10,2,5,13,13,11,3,10,2,1,2,1,5,2,4,9,4,1,2,5,0,3,9,8,7,0,0,2,5,7,2,1,5,1,5,1,introverted
7409,ENTP,6,0,4,10,4,3,1,11,2,7,0,1,1,1,4,2,2,4,10,2,1,3,3,0,1,4,16,0,1,4,1,1,4,1,1,0,0,0,0,0,extraverted
7410,ENFP,8,8,10,6,2,1,9,4,2,2,0,1,5,2,0,1,6,2,1,6,3,1,13,0,6,2,9,3,1,3,1,9,2,6,0,0,1,1,9,3,extraverted
7411,INTJ,20,8,10,22,7,11,11,12,8,11,0,10,1,5,2,1,4,2,4,9,4,3,0,2,4,3,9,3,2,2,8,3,0,5,1,5,1,4,0,3,introverted
7412,ISTP,12,1,6,4,4,1,2,7,1,5,1,2,5,3,3,0,1,0,0,0,0,1,10,4,16,0,9,0,0,0,1,0,3,0,0,1,0,2,0,0,introverted
7413,ENTP,12,7,3,12,3,1,7,11,8,9,1,5,3,1,2,2,1,4,2,6,6,1,8,3,3,5,11,4,1,1,5,1,0,1,1,2,0,5,3,1,extraverted
7414,INFJ,5,6,2,6,7,1,4,2,1,4,11,6,1,1,3,4,4,0,3,4,1,0,6,1,0,1,18,4,2,2,0,4,3,4,0,2,4,3,1,0,introverted
7415,ISFJ,5,7,8,22,2,8,5,10,3,7,2,3,7,5,1,2,7,2,2,2,1,3,6,3,2,8,10,4,1,3,3,3,2,7,2,2,5,3,3,3,introverted
7416,ENTP,11,3,3,7,4,2,7,14,3,0,19,4,0,8,3,4,2,2,6,1,1,2,3,10,0,2,7,3,1,3,0,2,2,1,5,2,0,4,0,0,extraverted
7417,ISFP,12,7,13,17,8,8,4,13,3,7,2,5,7,4,2,3,2,3,3,5,3,9,8,6,6,10,18,1,2,1,5,2,3,7,3,9,4,4,0,10,introverted
7418,INFP,7,11,10,10,5,0,8,11,2,4,1,2,6,1,7,1,3,0,3,8,1,0,8,0,1,1,6,0,1,4,0,2,3,4,0,2,2,0,4,3,introverted
7419,INTP,8,4,3,19,7,3,5,5,8,9,4,3,1,4,3,2,4,7,1,7,4,7,10,0,0,3,19,0,1,5,2,0,3,3,3,1,1,6,0,0,introverted
7420,ISTP,2,3,3,5,2,2,0,5,4,3,2,1,0,0,0,2,0,0,1,5,2,0,0,0,1,1,9,0,4,1,2,2,2,4,1,1,3,2,1,0,introverted
7421,INTP,1,3,2,6,3,0,0,1,2,0,0,1,0,1,3,0,1,0,0,3,1,1,0,0,0,0,4,0,1,0,2,0,0,0,1,0,0,0,0,1,introverted
7422,INTJ,8,5,10,19,3,9,9,6,11,6,1,3,2,3,4,5,4,0,2,3,1,4,7,2,3,0,11,2,0,4,4,3,1,8,3,3,4,4,0,0,introverted
7423,ENFP,6,5,2,6,5,0,2,0,2,0,8,6,8,0,2,2,2,2,2,1,2,1,3,0,0,1,6,3,0,1,1,0,1,2,1,4,2,0,5,0,extraverted
7424,INFP,13,7,1,9,11,14,1,8,5,10,1,6,5,2,2,1,5,3,1,8,3,4,0,2,0,5,16,2,2,0,1,0,2,5,1,3,4,2,11,2,introverted
7425,INFJ,3,8,9,19,12,4,9,5,7,3,4,1,0,1,9,1,10,2,1,3,1,1,10,0,1,2,18,9,0,0,0,1,3,7,8,0,4,1,0,2,introverted
7426,INFJ,8,9,10,11,6,0,2,10,4,6,6,7,3,0,3,3,0,3,3,1,2,3,6,1,5,5,14,5,1,0,2,0,1,7,3,0,1,2,1,1,introverted
7427,ENTJ,7,11,5,12,3,6,2,7,5,12,1,7,3,3,4,2,5,1,1,7,3,6,2,2,2,5,17,2,0,1,0,3,0,4,1,2,2,2,5,0,extraverted
7428,INTP,16,11,9,20,3,5,2,10,3,5,0,3,13,1,2,7,4,0,4,8,6,1,12,2,2,9,8,1,0,1,10,3,3,3,1,3,1,1,3,2,introverted
7429,INFP,2,10,7,9,5,3,1,1,4,1,0,7,4,1,3,4,6,0,2,3,0,3,10,1,5,1,8,2,1,3,0,1,2,12,2,0,4,1,9,0,introverted
7430,INTP,8,10,7,9,7,0,4,8,6,8,1,6,8,3,4,5,2,4,5,11,2,3,9,5,3,2,10,0,5,2,3,2,2,0,2,1,0,5,0,3,introverted
7431,INFP,6,1,1,8,1,1,0,8,2,0,14,0,0,1,3,2,2,0,3,1,0,1,3,3,0,2,10,0,0,2,1,0,2,2,1,0,1,1,0,1,introverted
7432,INFP,16,7,3,16,6,7,5,20,2,5,2,6,4,6,3,5,2,3,2,11,3,0,17,3,7,5,7,4,1,0,3,4,3,9,1,3,1,5,4,0,introverted
7433,INFJ,5,4,3,18,10,2,1,9,6,7,0,4,0,2,0,4,1,2,5,2,3,0,7,3,0,3,12,3,1,5,1,0,1,1,1,3,0,2,0,0,introverted
7434,INFJ,9,3,6,15,2,4,7,8,12,6,0,2,6,3,7,3,6,4,5,8,2,8,5,2,3,8,18,4,4,1,0,2,1,8,3,2,1,0,1,5,introverted
7435,ENTJ,4,6,5,8,3,1,3,6,0,5,2,3,5,2,1,3,1,5,1,4,1,2,6,4,8,0,4,2,4,0,1,1,0,3,2,1,2,0,0,1,extraverted
7436,ISFP,5,10,6,12,8,2,5,7,6,5,0,8,2,3,5,2,0,3,6,8,0,1,0,0,5,1,5,3,4,1,3,2,0,4,0,2,1,0,4,0,introverted
7437,INFP,6,12,9,18,4,2,6,12,2,9,1,10,16,5,4,2,2,2,2,12,4,1,11,2,5,7,9,3,5,4,7,6,2,2,2,4,2,3,17,4,introverted
7438,INTP,8,7,3,10,2,3,2,8,3,1,21,4,0,2,1,2,0,0,1,1,3,4,4,4,2,1,10,3,0,0,0,1,1,2,0,0,1,2,0,1,introverted
7439,INFP,4,2,2,7,2,0,1,4,0,2,4,2,0,2,1,0,0,0,2,4,1,0,4,2,3,2,4,1,2,0,2,2,0,2,2,0,0,1,2,0,introverted
7440,ENTP,4,4,4,23,9,2,4,9,3,5,0,1,3,4,2,3,3,0,5,8,3,6,5,3,1,2,14,4,1,1,4,3,0,8,4,4,0,2,2,4,extraverted
7441,INTJ,7,6,3,11,5,2,0,8,3,5,4,3,2,5,0,2,1,7,1,0,2,3,2,2,0,2,8,2,0,1,2,0,2,2,3,2,2,1,0,0,introverted
7442,INTJ,11,10,6,11,3,7,17,9,6,5,4,1,6,6,5,2,6,4,1,16,1,3,3,3,3,2,10,3,5,4,2,3,5,4,0,3,3,1,0,1,introverted
7443,ENTP,11,9,6,11,8,1,11,8,6,8,4,4,2,3,6,5,3,13,7,11,2,10,5,3,1,3,15,4,4,0,4,4,2,1,0,1,1,5,0,0,extraverted
7444,INFP,10,8,6,7,6,3,0,9,10,9,4,9,2,4,5,5,2,2,2,6,4,1,5,4,3,3,8,4,2,3,0,1,3,2,3,0,1,0,6,0,introverted
7445,ENTP,13,7,7,9,4,6,0,13,4,6,2,5,8,1,0,2,3,0,5,2,2,2,5,1,1,2,8,0,1,2,4,1,3,5,1,0,5,0,2,0,extraverted
7446,INFP,4,4,10,7,2,4,2,8,4,8,1,5,0,2,3,0,2,1,9,5,1,2,4,2,0,1,8,0,3,2,2,7,4,4,2,1,3,0,8,0,introverted
7447,INFP,10,6,2,14,9,5,6,7,10,7,4,3,2,6,3,5,4,1,4,3,5,2,3,1,0,0,9,2,1,3,2,2,1,5,3,1,3,1,3,3,introverted
7448,ISFJ,8,3,2,12,2,4,2,10,7,5,22,2,9,1,7,2,1,1,1,3,1,4,2,4,0,1,11,1,1,0,1,1,1,3,3,1,1,1,1,0,introverted
7449,INFP,19,2,8,15,8,9,2,14,3,9,1,10,4,1,2,4,5,3,1,8,5,2,4,3,2,2,15,5,5,2,2,1,5,7,0,1,4,2,1,1,introverted
7450,INFJ,15,11,10,16,12,4,10,22,7,9,1,14,3,4,3,4,8,2,9,6,5,2,7,3,1,4,8,8,1,1,3,2,2,4,1,2,0,2,3,2,introverted
7451,INTP,16,4,4,18,7,10,0,8,7,8,1,2,2,0,7,12,6,7,1,13,5,3,14,3,1,4,19,5,6,1,3,1,4,2,2,2,0,2,2,8,introverted
7452,ENTP,4,4,1,9,0,2,5,0,7,5,1,3,1,1,2,0,3,2,0,1,1,4,3,0,1,0,13,0,0,1,0,2,0,2,1,1,0,0,0,0,extraverted
7453,INFP,12,5,10,12,5,6,3,9,7,3,0,5,2,6,2,5,2,7,5,10,2,3,7,3,1,1,10,0,4,2,3,1,4,2,4,4,1,0,6,2,introverted
7454,INFP,10,12,8,9,6,2,5,17,4,12,2,4,2,2,1,1,1,4,2,5,2,2,8,5,2,4,8,5,3,1,1,2,3,9,1,2,3,3,10,4,introverted
7455,INFP,20,7,8,11,15,6,5,12,9,6,2,9,1,3,5,3,1,6,5,10,3,3,2,3,4,9,8,5,4,4,0,0,5,6,6,4,4,1,4,1,introverted
7456,INTP,14,13,8,14,7,7,5,13,4,7,1,0,7,2,8,8,3,2,3,8,3,3,2,3,10,4,14,5,2,2,3,5,0,12,0,0,7,3,2,4,introverted
7457,ISTP,9,15,6,10,4,7,9,9,8,10,1,3,7,1,2,2,2,5,1,9,6,7,8,4,0,6,22,0,4,3,1,3,0,6,6,2,4,2,1,3,introverted
7458,INTP,12,8,4,28,6,9,12,13,9,5,5,5,4,2,1,2,4,6,4,8,5,1,7,2,4,0,7,1,5,2,5,4,2,2,0,1,2,2,2,1,introverted
7459,INTJ,5,4,6,7,0,4,4,6,8,8,5,0,1,4,2,3,0,1,5,2,6,5,3,2,4,2,12,2,0,2,0,3,1,0,1,3,0,2,0,3,introverted
7460,INTP,10,20,4,20,2,10,5,11,8,3,0,14,12,0,1,1,4,1,4,1,2,2,4,4,2,4,13,4,0,0,5,0,3,4,2,4,3,3,6,4,introverted
7461,INFJ,11,1,7,16,4,1,4,9,6,3,8,6,0,0,3,1,1,1,0,3,6,3,2,2,0,1,6,1,0,6,2,0,3,3,8,5,3,1,0,0,introverted
7462,ISTP,6,1,3,5,1,5,1,4,2,4,12,2,1,3,3,0,0,0,3,4,3,0,0,2,2,3,8,1,1,2,1,0,0,3,1,1,2,1,0,1,introverted
7463,INTJ,12,7,9,9,3,3,1,3,2,4,12,3,0,0,9,2,0,3,0,10,6,10,7,0,0,3,17,5,1,7,0,3,6,3,2,2,1,1,0,2,introverted
7464,INFJ,8,2,9,6,0,0,2,7,7,4,5,5,31,1,3,2,1,5,0,4,2,1,9,4,1,2,6,2,1,2,0,2,2,2,0,0,1,1,0,1,introverted
7465,INFP,10,13,3,12,4,6,4,15,6,16,0,5,4,2,2,1,4,11,5,3,1,3,7,4,2,2,17,2,1,3,4,0,1,5,4,4,3,3,11,3,introverted
7466,ENFP,11,5,6,6,2,3,5,6,3,6,24,0,0,1,4,0,2,6,1,1,0,2,6,1,0,4,4,1,1,1,2,2,1,2,1,0,1,3,1,4,extraverted
7467,INFJ,16,13,9,19,9,7,2,27,4,8,2,10,1,4,4,1,4,2,3,10,3,5,9,3,1,2,10,4,4,4,7,4,4,8,1,4,5,1,0,3,introverted
7468,INTP,7,8,4,9,1,1,3,7,1,6,0,0,5,3,1,0,1,0,3,7,3,0,10,1,2,0,7,1,5,0,2,1,0,3,0,2,2,2,0,1,introverted
7469,INTP,2,0,1,1,0,0,3,2,1,0,34,1,0,1,1,0,3,0,4,2,1,2,1,1,1,0,3,0,2,0,0,0,0,2,0,0,1,0,1,1,introverted
7470,INFJ,2,2,0,5,8,5,1,2,0,1,14,4,0,3,2,4,0,1,4,4,2,1,6,1,2,0,3,1,2,1,0,1,1,2,1,4,0,0,0,0,introverted
7471,INTJ,8,6,9,13,8,5,1,12,10,9,3,8,0,5,6,4,3,6,4,8,4,4,2,3,4,1,8,6,5,1,2,2,2,1,2,6,1,5,0,2,introverted
7472,ENFP,12,7,12,11,6,3,1,13,2,9,1,10,7,2,4,8,3,6,1,8,3,4,5,1,5,4,20,5,2,0,3,0,1,10,0,1,3,1,3,0,extraverted
7473,INTJ,5,6,15,10,11,2,3,7,4,2,10,1,6,5,6,4,3,0,0,9,4,2,6,0,1,2,10,4,1,0,4,1,3,3,0,0,2,1,0,3,introverted
7474,INFJ,2,3,2,13,0,1,5,4,3,4,1,0,1,5,2,2,2,2,1,3,0,0,2,2,3,0,3,3,2,2,6,3,0,4,2,1,1,5,0,0,introverted
7475,INTJ,3,9,2,6,0,1,10,6,10,7,1,2,1,0,1,4,3,4,0,2,2,5,2,1,1,3,12,5,2,1,0,5,2,5,1,2,2,1,0,2,introverted
7476,ENTP,5,2,3,8,4,11,2,7,1,8,3,3,2,0,2,2,2,5,3,4,4,0,2,3,0,0,5,1,1,0,1,5,3,3,1,1,1,0,3,3,extraverted
7477,INFP,13,12,9,12,8,4,7,12,10,8,3,10,11,8,5,3,5,2,0,8,4,1,7,4,3,3,8,5,2,2,0,3,4,8,1,1,2,1,1,2,introverted
7478,INFJ,9,6,9,17,7,15,3,16,4,12,0,2,0,1,3,2,2,0,4,9,4,5,5,5,1,0,14,1,7,1,4,1,3,6,1,4,1,5,0,2,introverted
7479,INTP,22,3,2,8,1,3,1,7,7,3,24,2,1,0,1,8,2,0,2,2,5,4,3,4,1,0,10,4,1,0,1,1,1,1,2,2,0,0,0,0,introverted
7480,ESTJ,3,9,2,20,8,1,5,15,6,3,0,0,5,3,4,4,5,2,0,5,12,1,4,5,1,3,12,2,0,3,1,1,2,1,2,0,0,9,0,0,extraverted
7481,ISTP,5,7,3,10,2,1,5,10,6,9,0,0,1,4,1,0,0,1,2,4,5,3,3,3,4,5,8,1,0,3,2,1,2,2,4,0,1,0,0,0,introverted
7482,ENTP,5,7,2,12,9,3,1,5,5,3,0,5,6,2,6,4,6,8,3,7,3,3,5,1,2,2,11,1,0,0,1,4,1,11,0,1,8,2,2,2,extraverted
7483,INTJ,9,4,5,16,1,1,3,11,3,5,3,7,14,4,1,2,1,1,1,7,1,0,5,3,2,3,6,0,3,2,2,3,2,3,0,2,1,1,1,1,introverted
7484,INTJ,7,2,0,14,4,3,4,10,7,3,1,1,3,2,2,3,2,1,3,5,2,1,0,5,1,0,9,0,2,1,0,2,1,3,6,3,2,0,0,2,introverted
7485,INFP,6,8,11,11,9,8,2,16,8,9,3,5,1,3,3,7,2,10,7,11,4,2,4,5,2,1,11,0,6,1,2,1,7,1,2,3,0,3,6,2,introverted
7486,INFP,21,4,7,17,3,5,13,12,13,13,1,7,1,4,4,3,4,1,2,4,4,3,2,7,3,9,13,2,1,2,5,2,2,8,0,0,2,2,11,2,introverted
7487,INTP,15,6,10,10,2,1,10,8,1,2,4,0,2,3,3,4,3,6,3,2,2,4,4,2,4,2,5,0,0,0,1,1,0,5,1,0,1,5,0,0,introverted
7488,INFP,8,8,6,14,8,6,9,5,7,4,0,2,5,1,3,5,1,4,5,4,0,5,6,3,2,2,14,1,1,2,4,0,2,11,0,4,5,1,11,6,introverted
7489,INFJ,7,6,4,20,6,3,5,4,8,2,5,7,2,3,1,4,2,2,0,10,3,0,3,1,1,2,6,1,6,1,0,1,1,3,0,1,2,0,2,2,introverted
7490,ENTP,13,4,8,11,11,8,2,13,5,2,0,5,1,5,1,1,1,1,1,6,6,1,5,5,1,3,9,4,2,2,0,3,2,1,4,2,0,2,0,1,extraverted
7491,ENTJ,8,14,6,12,4,2,3,4,1,3,0,1,20,1,2,5,0,0,1,8,2,0,14,1,5,1,4,6,0,2,2,3,1,4,0,0,3,11,1,0,extraverted
7492,INTJ,6,3,6,15,4,2,6,18,0,0,1,2,1,5,1,3,9,0,0,7,3,2,7,8,4,0,11,0,3,0,1,2,0,3,1,3,2,3,0,2,introverted
7493,ISFJ,12,7,4,17,5,6,0,6,5,6,1,3,9,5,0,3,1,9,4,6,2,4,9,1,1,5,17,4,5,6,2,0,0,5,0,1,1,3,1,2,introverted
7494,INFP,11,2,9,11,7,1,7,8,8,5,1,10,3,3,1,2,3,1,2,6,2,2,6,4,2,3,6,4,3,3,3,1,1,2,0,4,0,0,11,1,introverted
7495,INFP,8,4,13,14,4,8,3,8,9,6,2,7,2,2,5,1,5,8,7,6,4,4,4,2,0,6,15,1,2,1,1,3,3,3,2,5,0,4,5,4,introverted
7496,ENFP,8,9,2,9,8,11,2,5,7,3,1,3,10,4,1,1,0,0,1,4,3,1,15,2,0,3,8,0,1,1,0,1,3,5,1,1,0,1,2,2,extraverted
7497,INFP,2,7,13,14,5,9,5,5,6,7,0,4,4,2,0,6,3,3,3,8,5,4,2,0,5,2,9,3,6,5,2,4,4,2,2,2,1,0,6,1,introverted
7498,ENFP,7,7,0,19,2,10,6,18,8,2,1,3,0,4,1,1,6,4,0,7,0,4,7,8,2,2,22,3,2,0,1,1,2,6,0,2,2,2,10,2,extraverted
7499,INFP,13,15,8,14,8,2,3,6,4,1,1,7,3,2,5,0,1,2,10,4,3,1,2,1,0,2,7,0,1,2,2,2,3,1,1,2,0,0,5,2,introverted
7500,INTJ,8,11,3,15,3,2,1,15,7,1,1,2,1,2,2,6,2,1,0,7,2,8,7,2,3,9,11,3,3,1,2,8,3,3,2,2,0,3,1,1,introverted
7501,INTJ,8,2,3,9,3,3,2,7,4,5,2,4,2,3,3,2,4,1,0,8,5,4,10,1,1,3,13,3,1,0,1,0,2,6,3,1,2,1,1,1,introverted
7502,INFP,2,9,6,9,7,4,6,5,1,7,4,1,2,1,2,1,2,2,0,1,3,10,0,2,1,3,15,4,0,0,1,2,0,0,2,3,0,3,4,2,introverted
7503,ENFP,1,2,0,5,0,1,0,4,4,1,0,0,3,0,0,0,0,0,0,5,1,1,1,0,0,0,4,0,2,3,0,1,2,2,0,2,0,0,0,0,extraverted
7504,INFJ,9,2,9,7,2,9,0,9,5,3,4,5,15,1,1,1,4,8,2,5,3,4,5,1,3,4,12,5,1,1,1,0,2,5,2,0,1,1,6,0,introverted
7505,ISTP,8,10,7,16,6,5,5,8,6,4,5,0,12,1,2,1,5,1,0,7,4,4,6,3,5,4,10,7,3,0,1,1,2,4,0,0,2,0,1,3,introverted
7506,INFP,7,3,6,19,3,4,1,18,4,4,13,7,1,4,5,1,2,3,5,8,1,2,10,5,0,0,9,7,6,3,2,5,4,9,2,2,5,0,7,3,introverted
7507,INFJ,15,15,2,18,7,1,5,15,8,9,0,11,2,3,1,2,3,0,8,8,3,3,9,3,2,1,12,3,2,4,1,5,2,9,1,3,5,2,0,0,introverted
7508,ISTP,6,5,3,8,6,0,8,9,8,12,0,2,1,1,1,3,1,2,5,4,4,1,3,1,1,4,4,2,2,2,0,3,3,3,0,3,2,2,0,0,introverted
7509,INTP,3,6,5,16,6,2,1,7,12,4,5,2,3,3,1,2,2,1,1,5,1,0,5,1,3,1,9,3,1,0,2,0,4,2,1,1,1,3,1,0,introverted
7510,INFJ,11,10,8,12,5,2,2,13,7,5,1,11,1,3,3,2,2,6,5,9,5,0,5,5,0,2,5,1,5,1,6,1,3,5,3,0,3,1,4,3,introverted
7511,INTJ,4,3,5,12,9,4,3,8,9,1,7,6,1,2,4,1,5,2,6,6,4,6,1,2,5,0,16,2,3,3,3,3,5,1,3,1,0,2,0,0,introverted
7512,INFP,5,6,4,6,7,4,10,5,4,10,3,2,4,1,4,4,5,1,3,7,2,0,9,0,2,4,4,0,3,2,1,4,0,4,1,2,2,0,8,1,introverted
7513,INTJ,2,3,5,11,4,3,1,9,1,4,20,0,0,0,0,0,2,1,3,2,4,2,3,1,2,1,4,0,0,1,6,0,2,2,0,2,1,1,0,0,introverted
7514,INFJ,10,11,7,12,4,6,6,12,7,9,0,3,1,2,3,5,7,3,0,9,2,6,5,3,2,3,19,0,7,4,0,2,4,6,3,0,4,4,0,1,introverted
7515,INTP,9,5,5,13,2,4,6,14,10,4,0,6,5,1,2,2,3,1,0,9,1,2,1,5,2,1,7,4,0,1,1,1,1,0,1,4,0,3,0,0,introverted
7516,ISFJ,14,6,6,9,20,4,7,7,13,9,2,2,3,1,2,3,2,7,7,4,1,5,8,2,0,2,10,2,3,1,3,2,1,4,1,1,2,1,0,1,introverted
7517,ENTP,6,6,1,14,6,2,2,6,7,5,0,2,8,4,3,4,7,1,1,9,5,2,2,1,2,2,12,1,2,3,0,3,1,3,0,8,2,3,0,0,extraverted
7518,INFP,4,5,1,13,3,2,2,7,6,3,7,3,0,0,1,1,0,0,0,6,1,1,3,2,0,1,10,2,3,1,0,2,0,5,0,2,4,1,2,0,introverted
7519,INTP,10,4,4,15,4,1,0,1,2,7,6,5,1,1,2,2,3,3,3,5,2,4,5,0,0,6,11,3,2,3,4,3,3,4,0,2,1,2,0,1,introverted
7520,INTP,9,11,2,11,3,2,2,8,3,3,0,3,1,2,4,4,3,3,1,10,0,1,1,1,1,3,7,4,3,4,1,1,4,1,3,1,1,0,0,0,introverted
7521,INTJ,19,11,3,21,4,5,6,5,0,6,0,4,1,3,2,2,8,5,5,7,1,2,7,0,2,0,11,4,1,0,7,2,6,7,4,0,3,4,1,4,introverted
7522,ENTP,14,11,8,24,8,11,1,10,3,7,0,4,5,5,0,3,2,12,5,14,6,6,3,2,6,4,15,4,10,0,9,2,5,8,0,3,3,0,3,0,extraverted
7523,INFJ,14,11,9,14,6,5,5,19,3,5,2,12,5,3,3,2,6,3,1,3,7,0,3,8,0,6,11,5,1,5,3,2,1,1,3,8,0,2,0,1,introverted
7524,INTJ,14,8,9,7,8,9,8,6,3,6,0,11,3,4,5,5,4,1,4,4,4,4,10,1,1,1,8,4,1,2,1,4,2,6,1,2,3,0,0,2,introverted
7525,INTP,15,7,8,14,9,5,12,8,7,5,2,4,3,0,5,1,4,5,1,2,2,1,10,2,3,5,8,0,0,0,1,1,2,6,0,2,3,1,0,6,introverted
7526,INTP,8,7,3,23,10,4,10,7,6,8,1,1,5,4,2,3,3,11,0,2,2,1,1,4,1,2,11,3,0,3,4,1,2,3,7,1,1,2,1,3,introverted
7527,ENFP,7,8,0,3,2,1,2,1,3,5,2,4,0,3,1,3,1,2,5,2,2,0,2,0,0,1,6,6,1,0,0,0,2,1,0,1,1,1,1,1,extraverted
7528,ENTP,13,17,5,14,10,7,3,12,5,6,1,7,6,5,4,4,3,6,6,11,1,1,2,3,3,2,15,5,6,1,2,2,4,6,0,0,4,1,1,2,extraverted
7529,ENFP,14,5,4,12,6,5,5,7,3,2,2,5,1,4,3,3,1,3,4,5,3,1,4,1,4,0,12,5,0,3,1,3,1,2,1,1,1,1,0,5,extraverted
7530,ESFP,9,6,0,7,6,4,3,6,2,6,16,1,1,0,2,1,2,1,1,2,4,0,7,2,2,1,13,3,0,1,0,1,1,1,2,1,0,1,0,0,extraverted
7531,ENFP,13,8,6,14,10,3,2,14,2,9,3,6,9,2,1,0,4,6,1,2,4,4,3,3,3,7,11,4,1,2,1,0,2,3,4,2,0,3,15,0,extraverted
7532,INTP,5,5,1,3,2,0,2,3,2,1,2,0,4,0,3,3,6,3,0,1,0,2,5,2,1,3,5,2,0,0,1,1,0,6,0,0,3,0,0,1,introverted
7533,INTP,7,3,9,26,5,4,10,11,10,8,0,2,0,0,5,2,5,5,2,6,4,8,5,4,6,3,24,1,2,4,4,6,5,5,2,2,3,2,0,0,introverted
7534,INTJ,6,9,3,16,5,6,3,8,3,7,8,2,3,2,1,4,6,3,0,10,4,4,3,1,3,0,8,2,4,5,1,0,1,2,1,0,1,2,0,1,introverted
7535,INFJ,3,10,3,11,0,3,1,6,3,2,0,2,4,3,2,0,0,0,1,3,2,5,6,3,1,6,8,1,1,1,1,1,1,3,0,0,0,4,3,2,introverted
7536,ISTP,1,1,0,5,1,0,1,1,3,1,1,3,2,0,1,0,1,2,1,1,0,2,1,1,1,2,5,0,0,0,1,0,0,2,2,0,0,0,1,0,introverted
7537,ISFP,17,9,3,13,6,3,2,8,11,14,2,3,2,3,2,3,1,5,3,3,4,4,5,3,6,3,12,4,1,1,1,1,3,2,0,0,0,2,0,2,introverted
7538,INTP,3,4,3,9,6,3,6,7,4,6,3,2,3,4,2,3,0,0,1,7,7,1,3,2,1,3,7,3,2,3,2,1,2,3,0,0,2,3,1,2,introverted
7539,ENTP,9,10,6,6,7,3,2,10,3,8,5,1,1,1,3,2,2,2,2,6,4,0,0,2,2,5,5,1,4,0,0,2,2,3,1,2,2,1,0,1,extraverted
7540,INTJ,21,12,0,9,13,2,3,7,5,9,0,7,5,5,3,4,3,6,0,4,9,2,10,4,1,5,8,4,0,2,1,5,3,3,0,1,1,1,1,1,introverted
7541,INFJ,14,17,19,9,9,3,16,23,10,6,0,4,5,7,6,2,8,6,5,7,9,4,12,6,11,4,8,1,0,2,1,3,0,5,1,7,1,4,0,1,introverted
7542,ENTJ,4,2,1,9,4,1,6,5,4,5,1,3,3,4,0,1,2,5,5,1,1,2,3,1,2,0,6,2,1,0,2,1,1,1,1,1,0,2,5,2,extraverted
7543,ISTP,8,6,3,15,6,2,1,10,12,1,3,2,1,2,2,1,3,3,1,10,2,0,3,2,2,3,4,1,3,2,3,1,2,4,3,2,1,2,0,1,introverted
7544,INFP,12,9,10,4,6,12,3,11,6,3,11,6,3,4,3,2,5,2,4,8,1,3,5,2,3,4,6,4,4,2,0,5,5,12,2,3,4,2,0,1,introverted
7545,ENFJ,6,7,11,9,4,8,5,9,5,12,2,4,2,3,5,4,3,4,5,6,4,1,3,4,0,10,11,2,1,3,0,5,1,3,2,1,0,1,4,0,extraverted
7546,ISTJ,11,3,2,14,3,0,2,3,10,5,10,4,1,2,2,4,2,1,3,4,0,0,0,1,2,2,13,2,0,0,2,0,0,4,3,3,0,0,0,1,introverted
7547,INTP,18,9,15,25,5,9,7,12,7,7,0,4,1,4,2,7,3,4,5,11,5,3,1,3,1,3,8,2,6,4,5,1,2,8,5,3,3,5,0,3,introverted
7548,INFP,16,8,3,24,7,4,5,13,10,6,5,10,0,7,7,3,2,3,5,5,6,8,1,2,4,4,17,4,4,2,4,1,4,6,1,1,1,1,4,2,introverted
7549,ISFP,6,1,4,9,2,5,1,5,2,4,9,5,3,3,1,5,2,2,8,8,2,3,3,0,2,4,10,0,7,1,0,0,8,5,2,3,4,1,0,1,introverted
7550,ISTJ,10,10,11,12,8,5,6,10,4,3,1,2,13,1,2,4,2,4,3,9,8,5,7,1,4,4,11,1,6,3,1,3,2,4,2,5,2,2,0,1,introverted
7551,INFJ,7,3,3,22,4,2,7,18,5,6,7,7,1,3,6,10,6,0,0,3,2,2,7,4,0,0,12,1,2,3,0,3,0,6,1,2,5,3,0,1,introverted
